samples	sygl.1	sel.1	maea.1	ubc.25	pdr.1	cul.4	ubc.20	rnf.5	marc.6	ufl.1	rbpl.1	ari.1.3	F44B9.5	rnf.113	ZK1248.11	marc.3	tag.314	herc.1	uev.2	Y105E8A.14	ari.1.2	ntl.4	ubc.9	ubc.3	ufd.2	marc.4	sel.11	otub.1	vps.36	wdr.48	rae.1	ufd.3	skr.18	T22C1.1	mig.32	bath.40	fsn.1	uba.1	trul.1	uev.1	cand.1	dss.1	F37A4.5	ate.1	rpn.10	pas.1	spsb.2	F10C2.5	rpn.11	pbs.5	pas.5	hsp.4	wdr.23	ubh.1	ubh.3	der.2	eor.1	rpt.1	ubh.2	Y82E9BR.18	rpn.7	ufd.1	pas.2	pbs.3	C28A5.6	vps.22	C47E12.3	B0303.4	fbxl.1	spsb.1	jamp.1	vms.1	rpn.6.2	vps.37	rpn.3	atg.3	ccdc.47	C14C10.5	C10G11.8	F35G12.12	aph.2	sel.10	zim.2	dhc.1	chp.1	Jun	npp.21	bir.1	oma.1	rad.50	mcm.6	cls.2	mog.3	smc.6	mdf.1	sel.13	T08D2.7	F54E7.9	chl.1	ebp.2	gpr.1	ppk.1	him.14	K07A1.10	nos.2	lmn.1	lin.54	Sep	pam.1	dpy.26	pole.1	nos.3	rde.2	smc.4	ptc.1	cyb.2.2	ksr.2	spdl.1	dnc.1	oma.2	zyg.9	orc.1	lem.2	mnat.1	wrm.1	met.2	psf.3	eme.1	clk.2	npp.1	ints.13	him.1	hsr.9	mcm.4	ced.12	scc.2	ran.2	gsp.2	gpb.1	cyb.2.1	zyg.1	bub.1	egg.5	let.92	gld.1	eri.1	tpxl.1	hoe.1	hmp.2	cin.4	syp.4	kbp.2	figl.1	saps.1	tbg.1	zim.1	F25B5.5	taf.10	rsa.2	cyy.1	fcd.2	rfs.1	ebp.1	helq.1	spe.6	npp.13	cdk.7	htp.3	F59E12.15	mcm.5	egl.20	pid.3	xpf.1	coh.3	gsp.4	cpb.1	him.17	lem.3	puf.5	hpl.2	ercc.1	F54A3.2	rha.1	tcc.1	him.18	tba.2	rack.1	ima.2	mlc.5	wee.1.3	him.10	kin.3	ced.10	zim.3	cdl.1	gender	genotype	age	stage	group
N2-3.bam	1.463377	2.374052	0.109818	3.653418	1.431091	0.854783	0.906265	0.342168	0.550951	0.840259	2.658691	0.611402	0.273426	1.638530	0.727448	1.420507	0.000000	0.093696	0.000000	0.625737	0.806731	1.968416	3.660532	1.483944	2.010532	0.006955	1.361911	1.524132	0.828270	0.947531	0.615303	3.330957	1.085248	2.050228	1.311498	0.886639	0.779948	3.726348	0.344905	2.761549	0.834972	0.259052	0.010691	0.308464	2.672843	3.407723	0.593657	0.420647	4.207075	4.538853	11.203690	7.036631	0.535193	0.236603	0.525554	0.526079	0.311454	3.279293	0.790952	0.163279	4.660506	1.839455	3.876845	4.402411	0.028801	0.593775	0.416532	1.161925	0.092868	0.118462	0.172719	1.436898	0.151388	0.568084	4.056365	1.030909	4.195154	2.177609	0.014496	1.224786	0.366603	1.312452	0.561619	4.406546	1.592161	0.040652	3.321143	0.432208	2.576482	1.424383	2.716180	1.409111	3.093063	3.906697	2.257860	2.528050	0.082205	0.204057	0.353102	1.926299	1.067276	0.378403	0.803551	1.922937	1.868383	3.889288	1.141833	1.711770	1.782819	1.651858	45.970124	3.050249	0.985989	3.315737	4.878857	2.463257	0.163584	1.036322	1.461007	5.361642	2.692259	2.419392	2.289077	0.661408	0.936747	1.482232	1.048225	0.245395	0.538103	1.110844	0.578474	2.496052	5.966299	2.807544	0.491920	0.689732	1.134047	5.001772	0.946620	1.537081	0.647220	3.193199	4.853304	2.377822	8.715412	0.513969	1.632590	0.947714	0.959905	1.149821	3.866365	0.992077	0.411806	1.507861	0.606971	0.269440	0.661733	1.022172	1.321706	0.480387	0.342003	0.107949	0.086672	0.137610	0.055561	0.197327	0.173462	2.355601	0.301993	2.943170	0.018618	2.251940	0.957346	0.746836	0.019371	0.607797	2.416177	1.384003	8.425004	0.545290	0.266875	0.164034	1.241881	2.163670	1.181265	19.344731	24.604578	6.045996	1.734505	2.258226	2.446385	1.715100	0.366300	0.630343	4.296743	hermaphrodite	wild_type	d1_adult	whole_worm	group11
N2--4.bam	0.143246	2.479371	0.153402	3.084153	1.347462	0.707788	0.858458	0.214403	0.557151	0.939835	2.034915	0.432598	0.400159	0.748953	0.293884	0.175820	0.361515	0.147040	0.167268	0.369984	0.465115	1.664773	1.396480	0.821450	1.428478	0.028964	1.307391	1.102823	1.089386	0.533010	0.400886	2.120471	1.069666	0.702506	0.347993	0.572503	0.275542	2.540249	0.198108	2.761358	0.696585	0.223193	3.734979	0.282261	3.205799	2.557262	0.031663	0.368975	2.057486	3.334271	6.918750	13.750224	0.433219	0.239825	0.283368	0.625926	0.263335	3.444461	0.559657	0.157160	3.964474	1.855706	2.102859	3.365939	2.756458	0.436513	1.072162	1.442888	0.212126	0.151280	0.183563	1.031826	1.743667	0.407325	3.890197	0.547978	3.239965	1.492009	11.012226	1.250873	0.196847	1.332760	0.315878	4.811288	1.346989	0.116855	2.962482	0.442830	0.731553	0.822779	0.460894	1.152535	1.999564	2.984642	1.061528	1.818755	0.023961	0.131272	0.135320	1.781547	0.987773	0.325573	0.345251	1.223531	0.196515	2.942605	0.381308	1.484276	2.238533	1.703077	1.670957	1.820899	0.531397	2.186522	2.144267	0.456618	0.128433	1.695110	1.490744	0.259918	1.653202	0.325254	0.676776	0.531317	0.505741	0.722494	0.222411	0.219527	0.257665	1.287102	0.475526	1.192231	2.919730	0.460502	0.278680	0.712220	0.722211	3.713817	0.935933	0.128897	0.324322	3.444911	0.333507	1.677536	1.440725	0.325707	1.164967	0.668523	0.275150	0.289604	3.246706	0.779330	0.253149	0.914176	0.416530	0.170641	0.533519	0.940896	1.131373	0.283859	0.253398	0.179186	0.078604	0.122058	1.389110	0.190331	0.095105	1.778316	0.558172	0.688578	0.371764	1.437197	0.739184	0.760247	13.205775	1.567536	1.300428	0.535552	0.210747	0.267692	0.320064	0.115073	0.917950	1.241218	1.093563	21.070972	18.502679	0.741202	1.833885	1.764567	1.559375	2.209022	0.211645	0.364266	1.224662	hermaphrodite	wild_type	d1_adult	whole_worm	group11
N2-4.bam	1.460450	2.573168	0.081626	4.311837	2.039164	0.701865	0.838004	0.321786	0.592886	0.798005	3.562104	0.623394	0.274919	1.814817	0.645538	1.566785	0.014421	0.110654	0.029426	0.536704	0.606187	1.674995	3.345755	2.067267	1.696983	0.009422	1.255165	1.523536	0.804197	0.791385	0.479875	3.558246	0.891714	2.091283	1.652001	2.836040	0.708936	3.156321	0.364448	12.950717	0.787264	0.115928	0.053321	0.315168	2.240626	3.131018	0.629790	0.236127	4.213224	9.543642	12.294734	7.068847	0.583622	0.113124	0.387085	0.420194	0.309569	2.765125	0.815962	0.149085	4.234644	2.024920	3.052830	5.955221	0.018178	0.515050	0.375644	1.212626	0.095750	0.152559	0.146729	1.543586	0.178979	0.450753	3.336340	0.924428	4.608029	1.811003	0.064266	1.129117	0.315024	1.157210	0.480556	4.657584	1.249873	0.034484	3.233514	0.371152	2.626443	1.530563	2.794562	1.548788	3.996338	3.844038	1.794509	2.833453	0.069808	0.164853	0.332492	2.344126	1.123020	0.413817	0.845695	1.524461	2.051130	3.937265	1.099879	1.573065	2.168638	1.695992	4.536574	3.020435	0.880123	2.980524	5.520118	1.879720	0.180486	1.023398	1.418797	6.258938	2.560847	2.299116	2.921403	0.606395	0.818679	1.530553	0.664721	0.224746	0.533778	0.905019	0.449123	2.360241	6.012487	2.982447	0.423858	0.805212	1.039907	5.716614	1.007782	1.374687	0.616212	3.248016	6.078519	2.431787	7.762475	0.580067	1.991246	0.874538	3.060230	0.962443	4.080827	0.707903	0.474149	1.624149	0.442609	0.242386	0.468775	1.081297	1.474423	0.448259	0.343449	0.109036	0.088199	0.155657	0.051505	0.191390	0.172928	3.181612	0.259298	2.961275	0.019421	2.131513	1.026879	0.806034	0.023260	0.606049	2.502729	1.544762	10.702711	0.473797	0.219039	0.149712	1.241102	2.002960	1.207803	24.256240	26.219806	6.693580	1.851931	2.462002	2.816232	1.577444	0.296364	0.621022	4.068515	hermaphrodite	wild_type	d1_adult	whole_worm	group11
N2--5.bam	0.147952	3.309658	0.178874	2.310768	1.806853	0.807006	0.663065	0.093072	0.639020	1.168755	3.437345	0.372174	0.200481	1.147381	0.239528	0.329145	0.111922	0.132833	0.114192	0.548826	0.173927	1.936157	1.364438	1.004569	1.085994	0.026592	1.427105	1.740554	0.780188	0.645058	0.576946	2.449483	1.394106	0.888829	0.490512	0.523258	0.168434	2.419803	0.130858	2.369763	0.547812	0.418483	4.015727	0.390396	2.842014	2.956985	0.032424	0.324138	2.434075	2.800830	7.262610	13.493228	0.519788	0.319264	0.097224	0.747058	0.359892	2.633070	0.876514	0.176049	4.683721	2.072110	2.271981	5.516854	2.112784	0.370129	0.712168	0.991252	0.189911	0.161982	0.083037	1.248732	1.608415	0.699673	2.101127	0.420859	3.601623	1.020587	7.855739	1.311637	0.154147	1.289340	0.321408	4.675948	1.319384	0.140089	2.953293	1.071840	1.281409	0.918696	0.540828	1.430629	3.119652	2.904610	1.582854	3.612267	0.028145	0.312061	0.249834	2.621312	1.492308	0.179592	0.387041	1.677744	0.111323	2.479113	0.321488	1.584887	2.351111	1.578248	6.245729	2.048899	0.356953	2.546224	2.110821	0.422864	0.214519	1.563976	1.470253	0.314557	1.411994	0.408481	0.623927	0.637356	0.308578	0.668524	0.044861	0.369347	0.374416	1.361964	0.464762	1.458915	2.899992	0.418494	0.183563	0.781715	0.573420	3.717135	1.347716	0.166057	0.153587	3.293070	0.612382	2.035571	1.993284	0.166057	0.990630	0.417431	0.336818	0.399637	5.009975	0.557782	0.506375	0.993685	0.776910	0.146710	0.609275	1.102249	1.140547	0.158394	0.274655	0.261257	0.087201	0.135406	1.158669	0.163517	0.115098	2.185482	0.483763	0.969800	0.314027	0.923638	0.611226	1.290755	11.608926	1.777273	1.480915	1.294945	0.159810	0.191335	0.358274	0.115264	0.726099	1.303059	1.024560	25.873071	25.688220	1.100718	1.024989	1.723811	1.636601	1.861029	0.137135	0.543703	1.643464	hermaphrodite	wild_type	d1_adult	whole_worm	group11
N2-5.bam	1.424366	2.264268	0.129313	3.900311	1.429710	0.893828	0.952813	0.288951	0.602872	0.848409	2.648288	0.569211	0.327719	1.514002	0.803127	1.276839	0.000000	0.105455	0.006077	0.645603	0.884936	1.906340	3.573389	1.507706	2.016792	0.001415	1.453010	1.687569	1.028301	1.131430	0.607540	3.204710	1.091749	1.828438	1.335750	0.759178	0.824717	3.532755	0.358937	2.657803	0.876419	0.242768	0.019578	0.336336	2.293644	4.289490	0.636765	0.418008	4.361835	4.177051	10.585944	6.403685	0.536154	0.107614	0.554699	0.553576	0.351867	3.591133	0.667087	0.154259	4.153878	1.896260	3.722561	4.384065	0.024907	0.738707	0.432722	1.253249	0.102832	0.100106	0.183087	1.295961	0.214006	0.628387	3.825491	0.951415	4.277828	2.191194	0.066364	0.989445	0.335451	1.320803	0.553089	4.169307	1.570369	0.047405	3.290348	0.461114	2.572662	1.585091	2.913111	1.438943	2.693237	3.730160	1.834218	2.842192	0.085381	0.195979	0.328215	2.042831	0.999118	0.341545	0.853140	1.863976	2.008499	4.227073	1.181496	1.582946	1.947431	1.683006	9.932342	2.914028	0.932610	3.182883	4.763152	2.509364	0.153023	1.036899	1.395390	5.419381	2.434560	2.301544	2.481180	0.638710	0.989363	1.427021	0.902502	0.214938	0.586241	1.181988	0.577443	2.437312	5.475232	2.723318	0.542978	0.642738	1.198354	5.055920	1.002722	1.791133	0.592171	3.390132	4.116364	2.574829	9.272064	0.534197	1.970139	0.990850	1.012819	0.925840	3.456625	0.819334	0.391241	1.515259	0.580499	0.259935	0.605914	1.135938	1.346694	0.439564	0.359068	0.112445	0.092355	0.163498	0.061666	0.200568	0.155767	2.421535	0.368692	3.051609	0.010696	2.247200	0.814875	1.021073	0.067993	0.631139	2.231306	1.448074	8.962722	0.728095	0.249290	0.169788	1.326235	2.057754	1.126384	20.038642	22.927738	5.960717	1.839875	2.223625	2.484714	1.776296	0.326444	0.605326	4.480682	hermaphrodite	wild_type	d1_adult	whole_worm	group11
VH1075-1.bam	0.364786	1.006533	0.082692	1.422023	0.633104	0.406989	0.452419	0.132991	0.325943	0.428381	1.302892	0.276603	0.146845	0.482206	0.181198	0.344284	0.034494	0.078931	0.043192	0.229470	0.388868	1.030204	1.218533	0.697211	0.856490	0.006705	0.688425	0.712413	0.455184	0.436111	0.313480	1.325273	0.661225	0.636651	0.421454	0.286836	0.264272	1.830531	0.120143	55.169750	0.449913	0.182909	0.304039	0.159968	1.253144	2.103066	0.152619	0.261969	1.825589	30.010787	4.601280	2.456221	0.349519	0.062615	0.274580	0.280152	0.171417	1.529434	0.331532	0.080206	1.681943	0.665003	1.377693	2.053065	0.130731	0.391993	0.216992	0.635068	0.047194	0.090429	0.087742	0.723787	0.122902	0.323454	1.533954	0.373960	2.141247	0.944562	0.730173	0.409034	0.152600	0.529825	0.141831	2.202557	0.725881	0.085764	1.105222	0.315321	0.652868	0.618952	0.656794	0.482739	1.067315	1.163215	0.787291	1.058577	0.038639	0.083935	0.119365	0.891811	0.421747	0.220391	0.272456	0.757982	0.706457	1.788681	0.304354	0.535350	0.956219	0.662679	10.485747	0.931425	0.196384	0.972919	1.445110	0.701976	0.073739	0.431931	0.789048	1.435291	0.824269	0.537902	0.908314	0.346257	0.323819	0.465242	0.286574	0.117381	0.176643	0.293579	0.235736	0.686269	1.603681	0.676897	0.253361	0.302246	0.583194	2.360979	0.922422	0.469907	0.173561	1.148028	1.116958	1.232558	2.902303	0.190754	0.613486	0.332620	10.112216	0.260822	1.328634	0.178157	0.145299	0.630641	0.179260	0.101038	0.357017	0.235830	0.419020	0.167370	0.143842	0.043919	0.035182	0.068288	0.112972	0.100448	0.060810	0.789034	0.162647	0.614153	0.042232	0.942708	0.499180	0.638624	0.639618	0.280742	0.822119	0.540553	2.346213	0.148762	0.235658	0.070006	0.536294	0.821938	0.511564	8.126736	14.887464	1.483607	0.861536	0.820235	0.738489	1.008363	0.215863	0.197622	1.219302	hermaphrodite	fmi1_KO	d1_adult	whole_worm	group12
VH1075-2.bam	0.509908	1.183691	0.052662	1.712317	0.698702	0.364386	0.497472	0.130041	0.273412	0.469245	1.397674	0.251009	0.202367	0.658623	0.234268	0.499300	0.029041	0.073354	0.085472	0.246057	0.337438	0.949237	1.378733	0.804341	0.860602	0.027866	0.648345	0.788481	0.461681	0.431605	0.283784	1.273084	0.500875	0.610910	0.448738	0.336487	0.282403	1.608369	0.143455	1.335952	0.398774	0.190447	0.411172	0.111041	1.026660	1.530019	0.234927	0.214996	1.995690	2.005276	4.720899	2.449383	0.400919	0.089215	0.258488	0.182377	0.174798	1.415171	0.430383	0.071195	1.668449	0.715464	1.452782	1.815663	0.100552	0.234932	0.119050	0.638410	0.094931	0.112919	0.119334	0.808496	0.179491	0.209483	1.392360	0.460820	1.998851	0.989222	0.579914	0.610116	0.165121	0.560897	0.160383	2.253552	0.567399	0.076624	1.184480	0.326258	0.838137	0.643082	0.883324	0.640634	1.316084	1.308321	0.732846	1.052285	0.047751	0.085957	0.123618	0.792297	0.411831	0.176365	0.323499	0.757662	0.759926	1.705787	0.419463	0.533941	0.909686	0.679232	4.659401	1.117443	0.413886	1.059208	1.666727	0.905231	0.102380	0.470931	0.855340	1.708670	1.023880	0.679985	0.975864	0.302527	0.382992	0.576795	0.268628	0.110421	0.254577	0.381465	0.244712	0.778013	1.962525	0.810031	0.260331	0.313726	0.479566	2.359593	0.814425	0.563466	0.203351	1.133657	1.182592	1.157365	2.595803	0.190032	0.629327	0.339943	0.399593	0.411038	1.382168	0.267200	0.187159	0.724721	0.191559	0.092384	0.279359	0.342015	0.439628	0.193758	0.153500	0.121072	0.032896	0.068412	0.099909	0.097731	0.055137	0.804524	0.120506	0.954604	0.042121	0.750603	0.622983	0.339024	0.535493	0.330279	0.915645	0.639499	2.719841	0.220550	0.205608	0.061005	0.500470	0.894868	0.415720	8.599867	13.490501	1.763123	1.093617	0.934246	0.809788	0.957819	0.212010	0.260456	1.435485	hermaphrodite	fmi1_KO	d1_adult	whole_worm	group12
VH1075-3.bam	0.643139	1.221659	0.106875	1.948780	0.624330	0.407951	0.589699	0.157157	0.349031	0.431532	1.253947	0.393853	0.252218	0.669100	0.311119	0.624181	0.026167	0.077066	0.057845	0.390429	0.319890	1.244848	1.577300	0.890259	1.132666	0.015543	0.800291	0.813880	0.493573	0.596699	0.348465	1.378897	0.372504	0.864359	0.496953	113.293293	0.405465	2.039051	0.225928	575.201827	0.461390	0.218511	0.334459	0.121699	1.419695	1.825849	0.323442	0.299246	2.130420	304.454136	4.174641	2.863899	0.416661	0.062203	0.287925	0.438893	0.197371	1.835151	0.204928	0.078343	2.146609	0.876638	1.612533	2.002036	0.182355	0.357681	0.187317	0.684962	0.084941	0.126426	0.099843	0.800842	0.210814	0.347614	2.036704	0.512286	2.009298	1.209669	0.864885	0.719984	0.238929	0.637246	0.204561	2.274024	0.612268	0.100702	1.369801	0.320205	1.210661	0.761479	0.908370	0.744905	1.317024	1.631684	0.905463	1.209754	0.042406	0.097279	0.131169	1.001979	0.461830	0.275258	0.354419	0.789959	0.798167	2.116854	0.535376	0.736473	0.989348	0.806506	51.423900	1.245930	0.480500	1.273522	2.083133	1.182265	0.082842	0.581568	0.913774	2.132755	1.076266	0.950781	1.085299	0.333160	0.411010	0.607274	0.286684	0.136568	0.280499	0.405737	0.239804	0.940174	2.289737	1.020747	0.289124	0.337911	0.631596	2.414541	0.957074	0.772167	0.219441	1.407253	1.286184	1.561740	3.708656	0.191244	0.921997	0.455444	104.882287	0.434197	1.592697	0.434696	0.179626	0.741345	0.270681	0.141628	0.369008	0.609121	0.601602	0.298023	0.156419	0.093835	0.050289	0.070571	0.106552	0.110522	0.064071	0.855036	0.162869	1.072608	0.039157	1.023172	0.685804	0.342929	0.679622	0.322390	1.080760	0.714371	3.144059	0.300090	0.239112	0.081136	0.574299	1.053103	0.619709	9.955818	13.536243	1.908658	1.241779	1.056519	1.114344	1.201039	0.202088	0.247364	1.905833	hermaphrodite	fmi1_KO	d1_adult	whole_worm	group12
VH1075-4.bam	0.832245	1.573070	0.108393	2.791676	0.753428	0.690626	0.682134	0.277000	0.440394	0.626082	1.574452	0.548120	0.181900	0.779350	0.418908	0.949299	0.044642	0.094079	0.047299	0.347148	0.605156	1.508482	1.789691	0.908823	1.267608	0.022029	0.945225	1.198112	0.760383	0.779627	0.476058	1.681155	0.669114	1.255667	0.865378	0.533996	0.537466	2.562850	0.263138	2.372823	0.589297	0.312012	0.242661	0.220100	1.625343	1.800584	0.352173	0.261638	2.634424	2.286643	5.301637	3.512990	0.517181	0.088162	0.411663	0.433744	0.235570	2.183265	0.387266	0.103804	2.924292	1.278148	2.016600	2.504160	0.153300	0.432679	0.294988	0.888086	0.123125	0.121282	0.146314	0.854881	0.198521	0.837236	2.313459	0.498070	2.623846	1.493779	0.703967	0.699897	0.264858	0.825687	0.300777	2.516896	1.153730	0.111241	1.905965	0.312422	1.593229	0.997714	1.416199	0.795836	1.515136	2.038509	1.177591	1.410870	0.065630	0.201070	0.242068	1.258122	0.433985	0.342740	0.613063	1.286927	1.588272	2.610775	0.760046	0.824858	1.246923	0.947259	3.942046	1.661051	0.495833	1.709154	2.462406	1.537472	0.110813	0.629307	0.999987	3.234580	1.353440	1.087877	1.371441	0.413528	0.568073	0.751660	0.512035	0.175198	0.371320	0.634911	0.345190	1.407924	2.828718	1.461720	0.394841	0.422453	0.694957	2.770917	0.984830	1.136188	0.365996	1.711324	1.637487	1.793640	5.030413	0.283623	0.974730	0.679323	0.509613	0.562599	1.786777	0.646910	0.295734	0.801609	0.406638	0.156823	0.471088	1.014587	0.803717	0.318670	0.209380	0.144287	0.065818	0.084130	0.078922	0.105781	0.081728	1.001784	0.260049	1.508982	0.041623	1.275271	0.729404	0.434737	0.547065	0.417443	1.244787	0.940173	4.318198	0.402870	0.301450	0.093776	0.759362	1.327603	0.678452	11.021530	15.392674	3.300064	1.500976	1.175245	1.316154	1.489336	0.220326	0.351676	2.271154	hermaphrodite	fmi1_KO	d1_adult	whole_worm	group12
VH1075-5.bam	0.539181	1.370119	0.114586	2.111655	0.742691	0.498204	0.559681	0.236216	0.344678	0.464301	1.307393	0.384330	0.192904	0.599594	0.344877	0.538168	0.040970	0.096979	0.108681	0.358531	0.491508	1.471905	1.569139	0.863636	1.086030	0.026282	1.060700	1.074828	0.739181	0.498947	0.395235	1.380663	0.750900	0.894036	0.672334	0.514665	0.405561	2.038409	0.175392	1.345630	0.560034	0.238973	0.390499	0.223292	1.514457	1.831791	0.282481	0.386990	2.326411	2.121843	4.843734	2.976245	0.490176	0.140242	0.279022	0.416508	0.189316	1.937106	0.340104	0.085551	2.101179	0.894448	1.669285	2.195218	0.178360	0.447110	0.315004	0.790215	0.116065	0.117881	0.229274	0.643757	0.232832	0.403388	1.898652	0.478313	2.263781	1.281707	0.608601	0.584509	0.188089	0.724495	0.315703	2.343611	0.825437	0.111133	1.457961	0.209255	1.001639	0.776866	0.998058	0.769597	1.039821	1.675072	0.755029	0.621835	0.050139	0.100524	0.130922	0.895577	0.345178	0.328703	0.436843	0.783039	0.937258	2.072017	0.644157	0.651728	1.140399	0.757640	2.702742	1.308471	0.342104	1.372907	1.893663	0.963580	0.104545	0.543060	0.896241	1.983794	1.144526	0.779534	1.132824	0.375569	0.443612	0.598899	0.407256	0.140531	0.277652	0.455132	0.361377	0.954096	2.062277	0.917498	0.328190	0.344399	0.568140	2.303101	1.151796	0.652438	0.264865	1.047983	1.275505	1.695720	3.785006	0.241794	0.694408	0.485303	0.423824	0.370026	1.181463	0.481863	0.191753	0.779802	0.350193	0.099785	0.435862	0.542871	0.523124	0.364453	0.162925	0.128067	0.067671	0.107187	0.122152	0.121727	0.061393	0.702290	0.311668	1.064031	0.036784	1.231662	0.596647	0.393024	0.776706	0.410539	1.053939	0.679609	3.182360	0.344944	0.303841	0.074587	0.617544	1.046251	0.557532	9.410421	13.967128	2.265011	1.139253	1.009618	0.895478	1.326449	0.301195	0.309835	1.678062	hermaphrodite	fmi1_KO	d1_adult	whole_worm	group12
